Year,Region,Province/territory,Plan,Average ($),Speed
2022,Rural,SK,5GB,47.53,3G
2022,Rural,MB,5GB,37,3G
2022,Rural,ON,5GB,37.5,3G
2022,Rural,QC,5GB,35.88,3G
2022,Rural,NB,5GB,37.5,3G
2022,Rural,PE,5GB,37.5,3G
2022,Rural,NS,5GB,37.5,3G
2022,Rural,NL,5GB,36.67,3G
2022,Rural,YT,5GB,35,3G
2022,Rural,NT,5GB,35,3G
2022,Rural,NU,5GB,35,3G
2022,Rural,Nord / North,5GB,35,3G
2022,Rural,Canada,5GB,37.88,3G
2022,Rural,BC,Talk Plan,24.51,LTE
2022,Rural,AB,Talk Plan,23.33,LTE
2022,Rural,SK,Talk Plan,27.49,LTE
2022,Rural,MB,Talk Plan,24.2,LTE
2022,Rural,ON,Talk Plan,23.83,LTE
2022,Rural,QC,Talk Plan,23.01,LTE
2022,Rural,NB,Talk Plan,24.67,LTE
2022,Rural,PE,Talk Plan,25.5,LTE
2022,Rural,NS,Talk Plan,26.11,LTE
2022,Rural,NL,Talk Plan,26.22,LTE
2022,Rural,YT,Talk Plan,26,LTE
2022,Rural,NT,Talk Plan,26,LTE
2022,Rural,NU,Talk Plan,24.3,LTE
2022,Rural,Nord / North,Talk Plan,25.43,LTE
2022,Rural,Canada,Talk Plan,24.94,LTE
2022,Rural,BC,1GB,29.94,LTE
2022,Rural,AB,1GB,30,LTE
2022,Rural,SK,1GB,30,LTE
2022,Rural,MB,1GB,30,LTE
2022,Rural,ON,1GB,29.95,LTE
2022,Rural,QC,1GB,29.38,LTE
2022,Rural,NB,1GB,30,LTE
2022,Rural,PE,1GB,30,LTE
2022,Rural,NS,1GB,30,LTE
2022,Rural,NL,1GB,30,LTE
2022,Rural,YT,1GB,30,LTE
2022,Rural,NT,1GB,30,LTE
2022,Rural,NU,1GB,30,LTE
2022,Rural,Nord / North,1GB,30,LTE
2022,Rural,Canada,1GB,29.93,LTE
2022,Rural,BC,2GB,37.55,LTE
2022,Rural,AB,2GB,37.5,LTE
2022,Rural,SK,2GB,37.5,LTE
2022,Rural,MB,2GB,37.5,LTE
2022,Rural,ON,2GB,37.55,LTE
2022,Rural,QC,2GB,32.47,LTE
2022,Rural,NB,2GB,37.78,LTE
2022,Rural,PE,2GB,38.13,LTE
2022,Rural,NS,2GB,38.19,LTE
2022,Rural,NL,2GB,37.5,LTE
2022,Rural,YT,2GB,37.5,LTE
2022,Rural,NT,2GB,37.5,LTE
2022,Rural,NU,2GB,37.5,LTE
2022,Rural,Nord / North,2GB,37.5,LTE
2022,Rural,Canada,2GB,37.2,LTE
2022,Rural,BC,5GB,45,LTE
2022,Rural,AB,5GB,45,LTE
2022,Rural,SK,5GB,50.5,LTE
2022,Rural,MB,5GB,45,LTE
2022,Rural,ON,5GB,45,LTE
2022,Rural,QC,5GB,36.98,LTE
2022,Rural,NB,5GB,45,LTE
2022,Rural,PE,5GB,45,LTE
2022,Rural,NS,5GB,45,LTE
2022,Rural,NL,5GB,45,LTE
2022,Rural,YT,5GB,45,LTE
2022,Rural,NT,5GB,45,LTE
2022,Rural,NU,5GB,45,LTE
2022,Rural,Nord / North,5GB,45,LTE
2022,Rural,Canada,5GB,44.77,LTE
2022,Rural,BC,10GB,54.17,LTE
2022,Rural,AB,10GB,55,LTE
2022,Rural,SK,10GB,63.11,LTE
2022,Rural,MB,10GB,55,LTE
2022,Rural,ON,10GB,54.29,LTE
2022,Rural,QC,10GB,40.68,LTE
2022,Rural,NB,10GB,55,LTE
2022,Rural,PE,10GB,55,LTE
2022,Rural,NS,10GB,55,LTE
2022,Rural,NL,10GB,55,LTE
2022,Rural,YT,10GB,55,LTE
2022,Rural,NT,10GB,55,LTE
2022,Rural,NU,10GB,51.25,LTE
2022,Rural,Nord / North,10GB,53.75,LTE
2022,Rural,Canada,10GB,54.18,LTE
2022,Rural,BC,20GB,58.27,LTE
2022,Rural,AB,20GB,58.17,LTE
2022,Rural,SK,20GB,63.34,LTE
2022,Rural,MB,20GB,55.5,LTE
2022,Rural,ON,20GB,58.51,LTE
2022,Rural,QC,20GB,52.29,LTE
2022,Rural,NB,20GB,58.89,LTE
2022,Rural,PE,20GB,58.75,LTE
2022,Rural,NS,20GB,59.17,LTE
2022,Rural,NL,20GB,58.89,LTE
2022,Rural,YT,20GB,57.5,LTE
2022,Rural,NT,20GB,57.5,LTE
2022,Rural,NU,20GB,67.5,LTE
2022,Rural,Nord / North,20GB,60.83,LTE
2022,Rural,Canada,20GB,58.42,LTE
2022,Rural,BC,50GB,84.29,LTE
2022,Rural,AB,50GB,85,LTE
2022,Rural,SK,50GB,82.53,LTE
2022,Rural,MB,50GB,75,LTE
2022,Rural,ON,50GB,84.29,LTE
2022,Rural,QC,50GB,62.92,LTE
2022,Rural,NB,50GB,83.89,LTE
2022,Rural,PE,50GB,81.67,LTE
2022,Rural,NS,50GB,81.67,LTE
2022,Rural,NL,50GB,85,LTE
2022,Rural,YT,50GB,82.5,LTE
2022,Rural,NT,50GB,85,LTE
2022,Rural,NU,50GB,85,LTE
2022,Rural,Nord / North,50GB,84.17,LTE
2022,Rural,Canada,50GB,80.95,LTE
2022,Rural,BC,5GB,85,5G
2022,Rural,AB,5GB,85,5G
2022,Rural,SK,5GB,75,5G
2022,Rural,MB,5GB,--,5G
2022,Rural,ON,5GB,85,5G
2022,Rural,QC,5GB,70,5G
2022,Rural,NB,5GB,65,5G
2022,Rural,PE,5GB,45,5G
2022,Rural,NS,5GB,45,5G
2022,Rural,NL,5GB,--,5G
2022,Rural,YT,5GB,--,5G
2022,Rural,NT,5GB,--,5G
2022,Rural,NU,5GB,--,5G
2022,Rural,Nord / North,5GB,--,5G
2022,Rural,Canada,5GB,69.38,5G
2022,Rural,BC,10GB,85,5G
2022,Rural,AB,10GB,85,5G
2022,Rural,SK,10GB,75,5G
2022,Rural,MB,10GB,--,5G
2022,Rural,ON,10GB,85,5G
2022,Rural,QC,10GB,70,5G
2022,Rural,NB,10GB,85,5G
2022,Rural,PE,10GB,--,5G
2022,Rural,NS,10GB,--,5G
2022,Rural,NL,10GB,--,5G
2022,Rural,YT,10GB,--,5G
2022,Rural,NT,10GB,--,5G
2022,Rural,NU,10GB,--,5G
2022,Rural,Nord / North,10GB,--,5G
2022,Rural,Canada,10GB,80.83,5G
2022,Rural,BC,20GB,85,5G
2022,Rural,AB,20GB,85,5G
2022,Rural,SK,20GB,75,5G
2022,Rural,MB,20GB,75,5G
2022,Rural,ON,20GB,85,5G
2022,Rural,QC,20GB,66.5,5G
2022,Rural,NB,20GB,78.75,5G
2022,Rural,PE,20GB,64.17,5G
2022,Rural,NS,20GB,64.17,5G
2022,Rural,NL,20GB,85,5G
2022,Rural,YT,20GB,--,5G
2022,Rural,NT,20GB,--,5G
2022,Rural,NU,20GB,--,5G
2022,Rural,Nord / North,20GB,--,5G
2022,Rural,Canada,20GB,76.36,5G
2022,Rural,BC,50GB,89.72,5G
2022,Rural,AB,50GB,89.33,5G
2022,Rural,SK,50GB,75,5G
2022,Rural,MB,50GB,75,5G
2022,Rural,ON,50GB,85,5G
2022,Rural,QC,50GB,80,5G
2022,Rural,NB,50GB,88.33,5G
2022,Rural,PE,50GB,85,5G
2022,Rural,NS,50GB,81.67,5G
2022,Rural,NL,50GB,92.5,5G
2022,Rural,YT,50GB,80,5G
2022,Rural,NT,50GB,85,5G
2022,Rural,NU,50GB,85,5G
2022,Rural,Nord / North,50GB,83.33,5G
2022,Rural,Canada,50GB,84.08,5G
2022,National,BC,Talk Plan,19.17,Plus bas prix / Lowest
2022,National,AB,Talk Plan,19.54,Plus bas prix / Lowest
2022,National,SK,Talk Plan,24.44,Plus bas prix / Lowest
2022,National,MB,Talk Plan,20.23,Plus bas prix / Lowest
2022,National,ON,Talk Plan,20.35,Plus bas prix / Lowest
2022,National,QC,Talk Plan,19.74,Plus bas prix / Lowest
2022,National,NB,Talk Plan,21.4,Plus bas prix / Lowest
2022,National,PE,Talk Plan,22,Plus bas prix / Lowest
2022,National,NS,Talk Plan,22.07,Plus bas prix / Lowest
2022,National,NL,Talk Plan,21.58,Plus bas prix / Lowest
2022,National,YT,Talk Plan,22.67,Plus bas prix / Lowest
2022,National,NT,Talk Plan,22.4,Plus bas prix / Lowest
2022,National,NU,Talk Plan,22.33,Plus bas prix / Lowest
2022,National,Nord / North,Talk Plan,22.46,Plus bas prix / Lowest
2022,National,Canada,Talk Plan,21.18,Plus bas prix / Lowest
2022,National,BC,1GB,27.43,Plus bas prix / Lowest
2022,National,AB,1GB,27.51,Plus bas prix / Lowest
2022,National,SK,1GB,27.42,Plus bas prix / Lowest
2022,National,MB,1GB,27.42,Plus bas prix / Lowest
2022,National,ON,1GB,27.54,Plus bas prix / Lowest
2022,National,QC,1GB,27.41,Plus bas prix / Lowest
2022,National,NB,1GB,27.36,Plus bas prix / Lowest
2022,National,PE,1GB,27.08,Plus bas prix / Lowest
2022,National,NS,1GB,27.36,Plus bas prix / Lowest
2022,National,NL,1GB,27.08,Plus bas prix / Lowest
2022,National,YT,1GB,27.58,Plus bas prix / Lowest
2022,National,NT,1GB,27.58,Plus bas prix / Lowest
2022,National,NU,1GB,26.96,Plus bas prix / Lowest
2022,National,Nord / North,1GB,27.38,Plus bas prix / Lowest
2022,National,Canada,1GB,27.36,Plus bas prix / Lowest
2022,National,BC,2GB,35.67,Plus bas prix / Lowest
2022,National,AB,2GB,35.72,Plus bas prix / Lowest
2022,National,SK,2GB,35.3,Plus bas prix / Lowest
2022,National,MB,2GB,35.4,Plus bas prix / Lowest
2022,National,ON,2GB,35.67,Plus bas prix / Lowest
2022,National,QC,2GB,32.67,Plus bas prix / Lowest
2022,National,NB,2GB,35.96,Plus bas prix / Lowest
2022,National,PE,2GB,36.13,Plus bas prix / Lowest
2022,National,NS,2GB,36.21,Plus bas prix / Lowest
2022,National,NL,2GB,35.58,Plus bas prix / Lowest
2022,National,YT,2GB,35,Plus bas prix / Lowest
2022,National,NT,2GB,35,Plus bas prix / Lowest
2022,National,NU,2GB,34.69,Plus bas prix / Lowest
2022,National,Nord / North,2GB,34.9,Plus bas prix / Lowest
2022,National,Canada,2GB,35.38,Plus bas prix / Lowest
2022,National,BC,5GB,47.55,Plus bas prix / Lowest
2022,National,AB,5GB,48.66,Plus bas prix / Lowest
2022,National,SK,5GB,51.55,Plus bas prix / Lowest
2022,National,MB,5GB,44.64,Plus bas prix / Lowest
2022,National,ON,5GB,48.94,Plus bas prix / Lowest
2022,National,QC,5GB,38.63,Plus bas prix / Lowest
2022,National,NB,5GB,46.34,Plus bas prix / Lowest
2022,National,PE,5GB,45.49,Plus bas prix / Lowest
2022,National,NS,5GB,45.43,Plus bas prix / Lowest
2022,National,NL,5GB,44.73,Plus bas prix / Lowest
2022,National,YT,5GB,42.58,Plus bas prix / Lowest
2022,National,NT,5GB,42.58,Plus bas prix / Lowest
2022,National,NU,5GB,42.17,Plus bas prix / Lowest
2022,National,Nord / North,5GB,42.44,Plus bas prix / Lowest
2022,National,Canada,5GB,45.85,Plus bas prix / Lowest
2022,National,BC,10GB,60.1,Plus bas prix / Lowest
2022,National,AB,10GB,61.19,Plus bas prix / Lowest
2022,National,SK,10GB,65.26,Plus bas prix / Lowest
2022,National,MB,10GB,58.33,Plus bas prix / Lowest
2022,National,ON,10GB,61.58,Plus bas prix / Lowest
2022,National,QC,10GB,42.99,Plus bas prix / Lowest
2022,National,NB,10GB,61.67,Plus bas prix / Lowest
2022,National,PE,10GB,62.5,Plus bas prix / Lowest
2022,National,NS,10GB,60,Plus bas prix / Lowest
2022,National,NL,10GB,60,Plus bas prix / Lowest
2022,National,YT,10GB,56,Plus bas prix / Lowest
2022,National,NT,10GB,54.83,Plus bas prix / Lowest
2022,National,NU,10GB,52.96,Plus bas prix / Lowest
2022,National,Nord / North,10GB,54.6,Plus bas prix / Lowest
2022,National,Canada,10GB,58.93,Plus bas prix / Lowest
2022,National,BC,20GB,64.95,Plus bas prix / Lowest
2022,National,AB,20GB,66.51,Plus bas prix / Lowest
2022,National,SK,20GB,66.39,Plus bas prix / Lowest
2022,National,MB,20GB,59.75,Plus bas prix / Lowest
2022,National,ON,20GB,65.33,Plus bas prix / Lowest
2022,National,QC,20GB,53.91,Plus bas prix / Lowest
2022,National,NB,20GB,64.6,Plus bas prix / Lowest
2022,National,PE,20GB,64.39,Plus bas prix / Lowest
2022,National,NS,20GB,63.6,Plus bas prix / Lowest
2022,National,NL,20GB,63.77,Plus bas prix / Lowest
2022,National,YT,20GB,59.42,Plus bas prix / Lowest
2022,National,NT,20GB,61.75,Plus bas prix / Lowest
2022,National,NU,20GB,66.75,Plus bas prix / Lowest
2022,National,Nord / North,20GB,62.64,Plus bas prix / Lowest
2022,National,Canada,20GB,63.26,Plus bas prix / Lowest
2022,National,BC,50GB,85.43,Plus bas prix / Lowest
2022,National,AB,50GB,85.28,Plus bas prix / Lowest
2022,National,SK,50GB,80,Plus bas prix / Lowest
2022,National,MB,50GB,75,Plus bas prix / Lowest
2022,National,ON,50GB,82.89,Plus bas prix / Lowest
2022,National,QC,50GB,71.56,Plus bas prix / Lowest
2022,National,NB,50GB,84.59,Plus bas prix / Lowest
2022,National,PE,50GB,83.34,Plus bas prix / Lowest
2022,National,NS,50GB,82.84,Plus bas prix / Lowest
2022,National,NL,50GB,85.26,Plus bas prix / Lowest
2022,National,YT,50GB,83.33,Plus bas prix / Lowest
2022,National,NT,50GB,85,Plus bas prix / Lowest
2022,National,NU,50GB,85,Plus bas prix / Lowest
2022,National,Nord / North,50GB,84.44,Plus bas prix / Lowest
2022,National,Canada,50GB,81.88,Plus bas prix / Lowest
2022,National,BC,Talk Plan,15,3G
2022,National,AB,Talk Plan,15,3G
2022,National,SK,Talk Plan,21.66,3G
2022,National,MB,Talk Plan,15,3G
2022,National,ON,Talk Plan,15,3G
2022,National,QC,Talk Plan,15.31,3G
2022,National,NB,Talk Plan,15,3G
2022,National,PE,Talk Plan,15,3G
2022,National,NS,Talk Plan,15,3G
2022,National,NL,Talk Plan,15,3G
2022,National,YT,Talk Plan,17.5,3G
2022,National,NT,Talk Plan,17.5,3G
2022,National,NU,Talk Plan,17.5,3G
2022,National,Nord / North,Talk Plan,17.5,3G
2022,National,Canada,Talk Plan,15.86,3G
2022,National,BC,1GB,25,3G
2022,National,AB,1GB,25,3G
2022,National,SK,1GB,25,3G
2022,National,MB,1GB,25,3G
2022,National,ON,1GB,25,3G
2022,National,QC,1GB,25,3G
2022,National,NB,1GB,25,3G
2022,National,PE,1GB,25,3G
2022,National,NS,1GB,25,3G
2022,National,NL,1GB,25,3G
2022,National,YT,1GB,25,3G
2022,National,NT,1GB,25,3G
2022,National,NU,1GB,25,3G
2022,National,Nord / North,1GB,25,3G
2022,National,Canada,1GB,25,3G
2022,National,BC,2GB,32.32,3G
2022,National,AB,2GB,32.5,3G
2022,National,SK,2GB,31.75,3G
2022,National,MB,2GB,32.25,3G
2022,National,ON,2GB,32.5,3G
2022,National,QC,2GB,32.19,3G
2022,National,NB,2GB,32.5,3G
2022,National,PE,2GB,32.5,3G
2022,National,NS,2GB,32.5,3G
2022,National,NL,2GB,32.08,3G
2022,National,YT,2GB,30,3G
2022,National,NT,2GB,30,3G
2022,National,NU,2GB,30,3G
2022,National,Nord / North,2GB,30,3G
2022,National,Canada,2GB,32.1,3G
2022,National,BC,5GB,37.32,3G
2022,National,AB,5GB,37.5,3G
2022,National,SK,5GB,46.66,3G
2022,National,MB,5GB,37.25,3G
2022,National,ON,5GB,37.5,3G
2022,National,QC,5GB,35.44,3G
2022,National,NB,5GB,37.5,3G
2022,National,PE,5GB,37.5,3G
2022,National,NS,5GB,37.5,3G
2022,National,NL,5GB,37.08,3G
2022,National,YT,5GB,35,3G
2022,National,NT,5GB,35,3G
2022,National,NU,5GB,35,3G
2022,National,Nord / North,5GB,35,3G
2022,National,Canada,5GB,37.84,3G
2022,National,BC,Talk Plan,22.88,LTE
2022,National,AB,Talk Plan,22.4,LTE
2022,National,SK,Talk Plan,26.54,LTE
2022,National,MB,Talk Plan,23.77,LTE
2022,National,ON,Talk Plan,23.59,LTE
2022,National,QC,Talk Plan,22.38,LTE
2022,National,NB,Talk Plan,25.08,LTE
2022,National,PE,Talk Plan,25.5,LTE
2022,National,NS,Talk Plan,25.81,LTE
2022,National,NL,Talk Plan,25.86,LTE
2022,National,YT,Talk Plan,26,LTE
2022,National,NT,Talk Plan,24.84,LTE
2022,National,NU,Talk Plan,23.99,LTE
2022,National,Nord / North,Talk Plan,24.95,LTE
2022,National,Canada,Talk Plan,24.43,LTE
2022,National,BC,1GB,29.81,LTE
2022,National,AB,1GB,29.79,LTE
2022,National,SK,1GB,30,LTE
2022,National,MB,1GB,30,LTE
2022,National,ON,1GB,29.77,LTE
2022,National,QC,1GB,29.19,LTE
2022,National,NB,1GB,30,LTE
2022,National,PE,1GB,30,LTE
2022,National,NS,1GB,30,LTE
2022,National,NL,1GB,30,LTE
2022,National,YT,1GB,29.5,LTE
2022,National,NT,1GB,29.5,LTE
2022,National,NU,1GB,29.5,LTE
2022,National,Nord / North,1GB,29.5,LTE
2022,National,Canada,1GB,29.82,LTE
2022,National,BC,2GB,37.71,LTE
2022,National,AB,2GB,37.72,LTE
2022,National,SK,2GB,37.5,LTE
2022,National,MB,2GB,37.5,LTE
2022,National,ON,2GB,37.56,LTE
2022,National,QC,2GB,32.86,LTE
2022,National,NB,2GB,37.95,LTE
2022,National,PE,2GB,38.23,LTE
2022,National,NS,2GB,38.16,LTE
2022,National,NL,2GB,37.81,LTE
2022,National,YT,2GB,37.5,LTE
2022,National,NT,2GB,37.5,LTE
2022,National,NU,2GB,37.5,LTE
2022,National,Nord / North,2GB,37.5,LTE
2022,National,Canada,2GB,37.32,LTE
2022,National,BC,5GB,45,LTE
2022,National,AB,5GB,45,LTE
2022,National,SK,5GB,49.92,LTE
2022,National,MB,5GB,45,LTE
2022,National,ON,5GB,44.7,LTE
2022,National,QC,5GB,36.74,LTE
2022,National,NB,5GB,45,LTE
2022,National,PE,5GB,45,LTE
2022,National,NS,5GB,45,LTE
2022,National,NL,5GB,45,LTE
2022,National,YT,5GB,45.67,LTE
2022,National,NT,5GB,45.67,LTE
2022,National,NU,5GB,45.67,LTE
2022,National,Nord / North,5GB,45.67,LTE
2022,National,Canada,5GB,44.73,LTE
2022,National,BC,10GB,52.08,LTE
2022,National,AB,10GB,51.88,LTE
2022,National,SK,10GB,61.95,LTE
2022,National,MB,10GB,55,LTE
2022,National,ON,10GB,51.81,LTE
2022,National,QC,10GB,40.21,LTE
2022,National,NB,10GB,55,LTE
2022,National,PE,10GB,55,LTE
2022,National,NS,10GB,55,LTE
2022,National,NL,10GB,55,LTE
2022,National,YT,10GB,56,LTE
2022,National,NT,10GB,54.83,LTE
2022,National,NU,10GB,52.96,LTE
2022,National,Nord / North,10GB,54.6,LTE
2022,National,Canada,10GB,53.41,LTE
2022,National,BC,20GB,57.26,LTE
2022,National,AB,20GB,56.69,LTE
2022,National,SK,20GB,62.59,LTE
2022,National,MB,20GB,55.25,LTE
2022,National,ON,20GB,57.04,LTE
2022,National,QC,20GB,50.4,LTE
2022,National,NB,20GB,58.82,LTE
2022,National,PE,20GB,59.38,LTE
2022,National,NS,20GB,58.96,LTE
2022,National,NL,20GB,58.82,LTE
2022,National,YT,20GB,59.42,LTE
2022,National,NT,20GB,61.75,LTE
2022,National,NU,20GB,66.75,LTE
2022,National,Nord / North,20GB,62.64,LTE
2022,National,Canada,20GB,57.99,LTE
2022,National,BC,50GB,82.14,LTE
2022,National,AB,50GB,82.5,LTE
2022,National,SK,50GB,81.66,LTE
2022,National,MB,50GB,75,LTE
2022,National,ON,50GB,81.52,LTE
2022,National,QC,50GB,65.63,LTE
2022,National,NB,50GB,82.78,LTE
2022,National,PE,50GB,81.67,LTE
2022,National,NS,50GB,81.67,LTE
2022,National,NL,50GB,83.33,LTE
2022,National,YT,50GB,83.75,LTE
2022,National,NT,50GB,85,LTE
2022,National,NU,50GB,85,LTE
2022,National,Nord / North,50GB,84.58,LTE
2022,National,Canada,50GB,80.23,LTE
2022,National,BC,5GB,85,5G
2022,National,AB,5GB,85,5G
2022,National,SK,5GB,71.85,5G
2022,National,MB,5GB,75,5G
2022,National,ON,5GB,84.06,5G
2022,National,QC,5GB,60.25,5G
2022,National,NB,5GB,65,5G
2022,National,PE,5GB,55,5G
2022,National,NS,5GB,55,5G
2022,National,NL,5GB,65,5G
2022,National,YT,5GB,--,5G
2022,National,NT,5GB,--,5G
2022,National,NU,5GB,--,5G
2022,National,Nord / North,5GB,--,5G
2022,National,Canada,5GB,70.05,5G
2022,National,BC,10GB,85,5G
2022,National,AB,10GB,85,5G
2022,National,SK,10GB,74.35,5G
2022,National,MB,10GB,75,5G
2022,National,ON,10GB,84.06,5G
2022,National,QC,10GB,61,5G
2022,National,NB,10GB,85,5G
2022,National,PE,10GB,85,5G
2022,National,NS,10GB,85,5G
2022,National,NL,10GB,85,5G
2022,National,YT,10GB,--,5G
2022,National,NT,10GB,--,5G
2022,National,NU,10GB,--,5G
2022,National,Nord / North,10GB,--,5G
2022,National,Canada,10GB,80.11,5G
2022,National,BC,20GB,85,5G
2022,National,AB,20GB,85,5G
2022,National,SK,20GB,76.23,5G
2022,National,MB,20GB,75,5G
2022,National,ON,20GB,83.91,5G
2022,National,QC,20GB,63.08,5G
2022,National,NB,20GB,77.71,5G
2022,National,PE,20GB,70.42,5G
2022,National,NS,20GB,70.42,5G
2022,National,NL,20GB,80.83,5G
2022,National,YT,20GB,--,5G
2022,National,NT,20GB,--,5G
2022,National,NU,20GB,--,5G
2022,National,Nord / North,20GB,--,5G
2022,National,Canada,20GB,76.76,5G
2022,National,BC,50GB,89.03,5G
2022,National,AB,50GB,88,5G
2022,National,SK,50GB,77.17,5G
2022,National,MB,50GB,75,5G
2022,National,ON,50GB,84.38,5G
2022,National,QC,50GB,79.38,5G
2022,National,NB,50GB,86.67,5G
2022,National,PE,50GB,85,5G
2022,National,NS,50GB,83.33,5G
2022,National,NL,50GB,88.75,5G
2022,National,YT,50GB,82.5,5G
2022,National,NT,50GB,85,5G
2022,National,NU,50GB,85,5G
2022,National,Nord / North,50GB,84.17,5G
2022,National,Canada,50GB,83.72,5G
2021,Urbain / Urban,BC,Talk Plan,18.75,Plus bas prix / Lowest
2021,Urbain / Urban,BC,1GB,29.75,Plus bas prix / Lowest
2021,Urbain / Urban,BC,2GB,37.5,Plus bas prix / Lowest
2021,Urbain / Urban,BC,5GB,45,Plus bas prix / Lowest
2021,Urbain / Urban,BC,10GB,55,Plus bas prix / Lowest
2021,Urbain / Urban,BC,20GB,73.75,Plus bas prix / Lowest
2021,Urbain / Urban,BC,50GB,95,Plus bas prix / Lowest
2021,Urbain / Urban,AB,Talk Plan,18.75,Plus bas prix / Lowest
2021,Urbain / Urban,AB,1GB,29.75,Plus bas prix / Lowest
2021,Urbain / Urban,AB,2GB,37.5,Plus bas prix / Lowest
2021,Urbain / Urban,AB,5GB,45,Plus bas prix / Lowest
2021,Urbain / Urban,AB,10GB,55,Plus bas prix / Lowest
2021,Urbain / Urban,AB,20GB,73.75,Plus bas prix / Lowest
2021,Urbain / Urban,AB,50GB,95,Plus bas prix / Lowest
2021,Urbain / Urban,SK,Talk Plan,23.02,Plus bas prix / Lowest
2021,Urbain / Urban,SK,1GB,34.27,Plus bas prix / Lowest
2021,Urbain / Urban,SK,2GB,41.77,Plus bas prix / Lowest
2021,Urbain / Urban,SK,5GB,49.27,Plus bas prix / Lowest
2021,Urbain / Urban,SK,10GB,59.27,Plus bas prix / Lowest
2021,Urbain / Urban,SK,20GB,76.77,Plus bas prix / Lowest
2021,Urbain / Urban,SK,50GB,85,Plus bas prix / Lowest
2021,Urbain / Urban,MB,Talk Plan,23.75,Plus bas prix / Lowest
2021,Urbain / Urban,MB,1GB,32.5,Plus bas prix / Lowest
2021,Urbain / Urban,MB,2GB,37.5,Plus bas prix / Lowest
2021,Urbain / Urban,MB,5GB,45,Plus bas prix / Lowest
2021,Urbain / Urban,MB,10GB,56.25,Plus bas prix / Lowest
2021,Urbain / Urban,MB,20GB,71.67,Plus bas prix / Lowest
2021,Urbain / Urban,MB,50GB,85,Plus bas prix / Lowest
2021,Urbain / Urban,ON,Talk Plan,21.1,Plus bas prix / Lowest
2021,Urbain / Urban,ON,1GB,29.78,Plus bas prix / Lowest
2021,Urbain / Urban,ON,2GB,37.39,Plus bas prix / Lowest
2021,Urbain / Urban,ON,5GB,44.8,Plus bas prix / Lowest
2021,Urbain / Urban,ON,10GB,54.75,Plus bas prix / Lowest
2021,Urbain / Urban,ON,20GB,72.61,Plus bas prix / Lowest
2021,Urbain / Urban,ON,50GB,94.58,Plus bas prix / Lowest
2021,Urbain / Urban,QC,Talk Plan,20.25,Plus bas prix / Lowest
2021,Urbain / Urban,QC,1GB,30,Plus bas prix / Lowest
2021,Urbain / Urban,QC,2GB,33.5,Plus bas prix / Lowest
2021,Urbain / Urban,QC,5GB,36.75,Plus bas prix / Lowest
2021,Urbain / Urban,QC,10GB,45.5,Plus bas prix / Lowest
2021,Urbain / Urban,QC,20GB,59.5,Plus bas prix / Lowest
2021,Urbain / Urban,QC,50GB,83.33,Plus bas prix / Lowest
2021,Urbain / Urban,NB,Talk Plan,22.5,Plus bas prix / Lowest
2021,Urbain / Urban,NB,1GB,30,Plus bas prix / Lowest
2021,Urbain / Urban,NB,2GB,35,Plus bas prix / Lowest
2021,Urbain / Urban,NB,5GB,42.5,Plus bas prix / Lowest
2021,Urbain / Urban,NB,10GB,51.25,Plus bas prix / Lowest
2021,Urbain / Urban,NB,20GB,75,Plus bas prix / Lowest
2021,Urbain / Urban,NB,50GB,91.25,Plus bas prix / Lowest
2021,Urbain / Urban,PE,Talk Plan,22.5,Plus bas prix / Lowest
2021,Urbain / Urban,PE,1GB,30,Plus bas prix / Lowest
2021,Urbain / Urban,PE,2GB,35,Plus bas prix / Lowest
2021,Urbain / Urban,PE,5GB,42.5,Plus bas prix / Lowest
2021,Urbain / Urban,PE,10GB,51.25,Plus bas prix / Lowest
2021,Urbain / Urban,PE,20GB,75,Plus bas prix / Lowest
2021,Urbain / Urban,PE,50GB,91.25,Plus bas prix / Lowest
2021,Urbain / Urban,NS,Talk Plan,22.5,Plus bas prix / Lowest
2021,Urbain / Urban,NS,1GB,30,Plus bas prix / Lowest
2021,Urbain / Urban,NS,2GB,35,Plus bas prix / Lowest
2021,Urbain / Urban,NS,5GB,42.5,Plus bas prix / Lowest
2021,Urbain / Urban,NS,10GB,51.25,Plus bas prix / Lowest
2021,Urbain / Urban,NS,20GB,75,Plus bas prix / Lowest
2021,Urbain / Urban,NS,50GB,91.25,Plus bas prix / Lowest
2021,Urbain / Urban,NL,Talk Plan,22.5,Plus bas prix / Lowest
2021,Urbain / Urban,NL,1GB,30,Plus bas prix / Lowest
2021,Urbain / Urban,NL,2GB,35,Plus bas prix / Lowest
2021,Urbain / Urban,NL,5GB,42.5,Plus bas prix / Lowest
2021,Urbain / Urban,NL,10GB,51.25,Plus bas prix / Lowest
2021,Urbain / Urban,NL,20GB,75,Plus bas prix / Lowest
2021,Urbain / Urban,NL,50GB,91.25,Plus bas prix / Lowest
2021,Urbain / Urban,YT,Talk Plan,18,Plus bas prix / Lowest
2021,Urbain / Urban,YT,1GB,31.33,Plus bas prix / Lowest
2021,Urbain / Urban,YT,2GB,43,Plus bas prix / Lowest
2021,Urbain / Urban,YT,5GB,61.33,Plus bas prix / Lowest
2021,Urbain / Urban,YT,10GB,73,Plus bas prix / Lowest
2021,Urbain / Urban,YT,20GB,99.67,Plus bas prix / Lowest
2021,Urbain / Urban,YT,50GB,92.5,Plus bas prix / Lowest
